transaction_id,account_number,amount,transaction_type,transaction_mode,description,transaction_date
TXN030484,ACC00001054,3414.49,Credit,NEFT,Interest Credit,2025-02-18 14:56:27
TXN030485,ACC00001054,50436.45,Credit,NEFT,Salary Credit,2024-12-09 17:18:50
TXN030486,ACC00001054,13899.24,Debit,UPI,Grocery,2024-12-20 01:41:18
TXN030487,ACC00001054,1148.95,Credit,Cash,Cash Deposit,2025-05-13 11:21:35
TXN030488,ACC00001054,48412.75,Debit,ATM,ATM Withdrawal,2025-10-27 12:42:18
TXN030489,ACC00001054,12037.15,Debit,UPI,Grocery,2026-05-06 00:18:57
TXN030490,ACC00001054,21336.26,Debit,NEFT,Insurance Premium Payment,2026-06-02 23:34:34
TXN030491,ACC00001054,29279.56,Debit,ATM,ATM Withdrawal,2025-03-29 14:57:01
TXN030492,ACC00001054,10255.48,Debit,UPI,Restaurant Payment,2026-03-31 19:52:35
TXN030493,ACC00001054,6954.07,Debit,UPI,Utility Bill Payment,2025-11-18 23:25:41
TXN030494,ACC00001054,11312.21,Debit,NEFT,Insurance Premium Payment,2024-10-07 12:22:44
TXN030495,ACC00001054,872.8,Debit,UPI,Online Shopping,2025-04-15 11:19:57
TXN030496,ACC00001054,2211.63,Credit,UPI,Refund,2025-01-02 00:41:33
TXN030497,ACC00001054,4934.14,Debit,UPI,Utility Bill Payment,2025-11-20 22:52:17
TXN030498,ACC00001054,7552.88,Debit,UPI,Utility Bill Payment,2026-04-27 19:55:34
TXN030499,ACC00001054,2336.65,Credit,UPI,Refund,2026-06-06 02:59:51
TXN030500,ACC00001054,48195.73,Debit,ATM,ATM Withdrawal,2025-01-02 15:58:03
TXN030501,ACC00001054,17266.6,Debit,ATM,ATM Withdrawal,2024-08-05 20:12:59
TXN030502,ACC00001054,4966.02,Debit,UPI,Restaurant Payment,2024-09-06 08:04:16
TXN030503,ACC00001054,4763.2,Credit,NEFT,Interest Credit,2026-04-17 12:08:53
TXN030504,ACC00001054,21958.08,Credit,Cash,Cash Deposit,2025-08-08 11:07:27
TXN030505,ACC00001054,18839.2,Debit,UPI,Grocery,2025-03-02 15:41:55
TXN030506,ACC00001054,16261.21,Debit,UPI,Restaurant Payment,2025-11-29 16:14:52
TXN030507,ACC00001054,94272.26,Debit,NEFT,Loan EMI Payment,2024-09-07 03:58:53
TXN030508,ACC00001054,33516.88,Debit,NEFT,Loan EMI Payment,2024-12-01 00:17:44
TXN030509,ACC00001054,35285.52,Debit,NEFT,Investment in Mutual Funds,2025-01-11 16:07:30
TXN030510,ACC00001054,135267.3,Credit,NEFT,Salary Credit,2025-01-29 10:29:45
TXN030511,ACC00001054,36938.19,Credit,Cash,Cash Deposit,2025-05-28 22:49:27
TXN030512,ACC00001054,3604.14,Credit,UPI,Refund,2026-01-05 11:48:12
TXN030513,ACC00001054,17633.22,Debit,UPI,Grocery,2026-01-04 00:59:51
TXN030514,ACC00001054,5291.35,Debit,NEFT,Insurance Premium Payment,2025-12-16 16:01:54
TXN030515,ACC00001054,28664.01,Debit,NEFT,Insurance Premium Payment,2026-03-11 05:08:33
TXN030516,ACC00001054,84767.22,Credit,NEFT,Salary Credit,2025-04-12 03:09:54
TXN030517,ACC00001054,37801.16,Debit,UPI,Online Shopping,2026-07-15 20:14:49
TXN030518,ACC00001054,7602.7,Debit,UPI,Utility Bill Payment,2025-06-13 05:50:10
TXN030519,ACC00001054,92123.16,Debit,NEFT,Loan EMI Payment,2025-04-11 08:53:36
TXN030520,ACC00001054,1980.34,Debit,UPI,Utility Bill Payment,2025-06-28 23:44:58
TXN030521,ACC00001054,23638.92,Debit,ATM,ATM Withdrawal,2025-06-12 22:51:36
TXN030522,ACC00001054,27241.8,Debit,NEFT,Investment in Mutual Funds,2024-07-30 20:10:00
TXN030523,ACC00001054,8557.63,Credit,UPI,Refund,2026-03-28 02:42:41
TXN030524,ACC00001054,8759.0,Debit,NEFT,Investment in Mutual Funds,2025-06-03 21:58:27
TXN030525,ACC00001054,721.64,Credit,NEFT,Interest Credit,2024-11-12 14:55:32
TXN030526,ACC00001055,5153.61,Credit,Cash,Cash Deposit,2026-03-16 02:05:56
TXN030527,ACC00001055,13562.31,Debit,NEFT,Investment in Mutual Funds,2026-03-26 12:35:06
TXN030528,ACC00001055,41265.19,Credit,Cash,Cash Deposit,2025-05-29 16:55:58
TXN030529,ACC00001055,30353.68,Debit,NEFT,Investment in Mutual Funds,2025-04-11 12:04:57
TXN030530,ACC00001055,3518.07,Credit,Cash,Cash Deposit,2025-10-09 14:12:10
TXN030531,ACC00001055,45749.8,Credit,Cash,Cash Deposit,2026-06-27 03:12:39
TXN030532,ACC00001055,48731.94,Debit,NEFT,Insurance Premium Payment,2025-11-07 11:24:17
TXN030533,ACC00001055,36951.78,Debit,NEFT,Insurance Premium Payment,2025-09-24 03:19:13
TXN030534,ACC00001055,16106.91,Debit,UPI,Restaurant Payment,2026-03-08 03:19:06
TXN030535,ACC00001055,43530.12,Debit,NEFT,Investment in Mutual Funds,2026-05-21 09:54:58
TXN030536,ACC00001055,35893.96,Debit,NEFT,Loan EMI Payment,2025-07-14 17:48:08
TXN030537,ACC00001055,12715.73,Debit,NEFT,Investment in Mutual Funds,2025-03-16 04:22:41
TXN030538,ACC00001055,4174.78,Debit,UPI,Utility Bill Payment,2025-08-07 04:37:11
TXN030539,ACC00001055,11652.83,Debit,UPI,Online Shopping,2026-06-06 15:47:38
TXN030540,ACC00001055,100302.13,Credit,NEFT,Salary Credit,2025-02-14 15:42:15
TXN030541,ACC00001055,11986.83,Debit,UPI,Grocery,2025-10-14 07:47:07
TXN030542,ACC00001055,32467.24,Debit,NEFT,Insurance Premium Payment,2025-11-02 15:08:02
TXN030543,ACC00001055,89286.95,Debit,NEFT,Investment in Mutual Funds,2025-07-23 05:53:22
TXN030544,ACC00001055,14386.75,Debit,NEFT,Loan EMI Payment,2025-12-15 05:06:40
TXN030545,ACC00001055,9035.29,Debit,UPI,Restaurant Payment,2025-03-13 09:38:50
TXN030546,ACC00001055,60795.2,Debit,NEFT,Investment in Mutual Funds,2025-01-09 23:09:05
TXN030547,ACC00001055,14357.84,Debit,UPI,Grocery,2026-03-11 04:46:13
TXN030548,ACC00001055,23883.87,Debit,NEFT,Insurance Premium Payment,2026-01-16 16:13:54
TXN030549,ACC00001055,2563.44,Credit,NEFT,Interest Credit,2025-03-02 00:28:21
TXN030550,ACC00001055,38575.88,Credit,Cash,Cash Deposit,2024-09-19 12:06:41
TXN030551,ACC00001056,80779.13,Debit,NEFT,Loan EMI Payment,2026-06-28 16:39:03
TXN030552,ACC00001056,11167.18,Debit,UPI,Grocery,2026-01-15 17:11:08
TXN030553,ACC00001056,461.01,Debit,UPI,Utility Bill Payment,2025-12-11 18:18:23
TXN030554,ACC00001056,1317.86,Credit,NEFT,Interest Credit,2025-09-20 04:15:09
TXN030555,ACC00001056,79060.38,Debit,NEFT,Investment in Mutual Funds,2026-03-21 06:55:02
TXN030556,ACC00001056,8882.07,Debit,UPI,Restaurant Payment,2026-04-08 16:02:49
TXN030557,ACC00001056,19653.71,Debit,UPI,Restaurant Payment,2025-05-29 02:48:10
TXN030558,ACC00001056,101057.66,Credit,NEFT,Salary Credit,2026-01-31 20:08:41
TXN030559,ACC00001056,4205.64,Debit,UPI,Utility Bill Payment,2025-05-21 11:20:24
TXN030560,ACC00001056,472.24,Debit,UPI,Utility Bill Payment,2025-02-23 20:13:42
TXN030561,ACC00001056,43964.08,Debit,NEFT,Loan EMI Payment,2025-11-11 07:34:02
TXN030562,ACC00001056,64814.69,Debit,NEFT,Loan EMI Payment,2025-07-11 14:59:23
TXN030563,ACC00001056,14636.89,Debit,UPI,Online Shopping,2025-10-19 22:00:15
TXN030564,ACC00001056,5810.29,Credit,Cash,Cash Deposit,2025-04-24 05:23:43
TXN030565,ACC00001056,22981.3,Debit,NEFT,Insurance Premium Payment,2025-07-31 16:58:52
TXN030566,ACC00001056,33311.54,Credit,Cash,Cash Deposit,2024-10-21 04:56:41
TXN030567,ACC00001056,442.21,Credit,UPI,Refund,2025-01-12 13:35:08
TXN030568,ACC00001056,2122.91,Credit,NEFT,Interest Credit,2026-02-10 04:07:51
TXN030569,ACC00001056,13188.53,Debit,UPI,Grocery,2025-07-12 14:30:49
TXN030570,ACC00001056,7130.13,Debit,UPI,Grocery,2026-02-26 15:00:21
TXN030571,ACC00001056,3376.92,Credit,NEFT,Interest Credit,2024-07-27 11:11:00
TXN030572,ACC00001056,4199.54,Debit,UPI,Utility Bill Payment,2024-12-26 03:32:09
TXN030573,ACC00001056,8130.69,Credit,UPI,Refund,2026-06-23 17:59:42
TXN030574,ACC00001056,3215.59,Credit,UPI,Refund,2025-09-03 12:07:15
TXN030575,ACC00001056,22712.8,Debit,ATM,ATM Withdrawal,2025-01-03 14:52:42
TXN030576,ACC00001056,18638.69,Debit,NEFT,Insurance Premium Payment,2025-05-19 20:41:38
TXN030577,ACC00001056,1189.2,Credit,NEFT,Interest Credit,2026-07-04 02:02:17
TXN030578,ACC00001056,56928.12,Debit,NEFT,Investment in Mutual Funds,2026-06-13 15:05:41
TXN030579,ACC00001056,128162.67,Credit,NEFT,Salary Credit,2025-06-09 05:50:08
TXN030580,ACC00001056,6167.28,Debit,UPI,Utility Bill Payment,2025-08-06 15:44:37
TXN030581,ACC00001056,44589.38,Debit,UPI,Online Shopping,2024-09-27 18:55:14
TXN030582,ACC00001056,1029.03,Credit,NEFT,Interest Credit,2026-01-12 01:06:55
TXN030583,ACC00001056,2531.49,Credit,NEFT,Interest Credit,2025-04-10 17:57:05
TXN030584,ACC00001056,6849.1,Debit,UPI,Restaurant Payment,2025-08-19 07:48:49
TXN030585,ACC00001056,4127.83,Debit,UPI,Utility Bill Payment,2025-08-19 23:31:59
TXN030586,ACC00001056,9734.14,Debit,UPI,Utility Bill Payment,2025-11-26 16:14:32
TXN030587,ACC00001056,2367.48,Debit,UPI,Utility Bill Payment,2024-07-26 19:25:11
TXN030588,ACC00001056,1929.74,Credit,UPI,Refund,2025-06-30 09:58:14
TXN030589,ACC00001056,1028.54,Debit,UPI,Utility Bill Payment,2025-08-28 20:00:59
TXN030590,ACC00001056,47364.1,Debit,ATM,ATM Withdrawal,2025-03-09 05:28:00
TXN030591,ACC00001056,46264.47,Debit,NEFT,Investment in Mutual Funds,2026-05-01 22:23:22
TXN030592,ACC00001056,29374.52,Debit,NEFT,Loan EMI Payment,2025-01-13 11:11:27
TXN030593,ACC00001056,5350.78,Credit,UPI,Refund,2026-03-02 10:16:04
TXN030594,ACC00001056,6299.11,Debit,UPI,Grocery,2026-01-18 05:30:26
TXN030595,ACC00001056,13771.42,Credit,Cash,Cash Deposit,2025-07-20 06:08:43
TXN030596,ACC00001056,3158.68,Debit,ATM,ATM Withdrawal,2025-11-11 13:58:24
TXN030597,ACC00001056,23759.63,Debit,ATM,ATM Withdrawal,2026-01-13 09:55:21
TXN030598,ACC00001056,4028.41,Debit,UPI,Grocery,2024-08-15 00:28:27
TXN030599,ACC00001056,76014.26,Debit,NEFT,Loan EMI Payment,2025-09-05 05:21:35
TXN030600,ACC00001056,11008.82,Debit,UPI,Restaurant Payment,2026-04-02 12:37:40
TXN030601,ACC00001057,17218.09,Debit,UPI,Grocery,2025-03-24 06:41:40
TXN030602,ACC00001057,57719.16,Credit,NEFT,Salary Credit,2024-08-21 17:43:16
TXN030603,ACC00001057,2107.89,Debit,UPI,Utility Bill Payment,2025-09-03 08:54:26
TXN030604,ACC00001057,3297.07,Debit,UPI,Grocery,2024-10-02 20:35:05
TXN030605,ACC00001057,99605.78,Debit,NEFT,Investment in Mutual Funds,2025-05-16 02:17:39
TXN030606,ACC00001057,10662.11,Credit,Cash,Cash Deposit,2026-06-17 17:50:25
TXN030607,ACC00001057,44801.9,Debit,ATM,ATM Withdrawal,2026-01-22 14:26:05
TXN030608,ACC00001057,2636.59,Credit,NEFT,Interest Credit,2026-01-11 16:30:05
TXN030609,ACC00001057,15723.5,Debit,UPI,Online Shopping,2026-04-06 23:29:37
TXN030610,ACC00001057,16426.91,Debit,UPI,Grocery,2025-06-15 18:39:30
TXN030611,ACC00001057,1073.49,Credit,NEFT,Interest Credit,2024-08-24 20:30:56
TXN030612,ACC00001057,101797.98,Credit,NEFT,Salary Credit,2026-07-05 05:29:34
TXN030613,ACC00001057,23034.06,Debit,ATM,ATM Withdrawal,2025-08-22 13:27:56
TXN030614,ACC00001057,11079.28,Debit,UPI,Grocery,2024-10-05 18:05:23
TXN030615,ACC00001057,2236.3,Debit,UPI,Utility Bill Payment,2025-01-28 16:13:42
TXN030616,ACC00001057,2995.11,Debit,UPI,Utility Bill Payment,2025-10-13 00:38:29
TXN030617,ACC00001057,17254.48,Debit,ATM,ATM Withdrawal,2025-10-15 13:21:29
TXN030618,ACC00001057,41678.58,Debit,NEFT,Insurance Premium Payment,2025-12-14 14:09:15
TXN030619,ACC00001057,8304.56,Credit,UPI,Refund,2025-03-09 22:13:29
TXN030620,ACC00001057,15658.07,Debit,NEFT,Insurance Premium Payment,2024-09-09 01:43:07
TXN030621,ACC00001057,16661.72,Debit,ATM,ATM Withdrawal,2025-12-08 05:46:34
TXN030622,ACC00001057,4025.91,Credit,NEFT,Interest Credit,2024-08-29 16:02:44
TXN030623,ACC00001057,7975.05,Debit,ATM,ATM Withdrawal,2026-07-19 21:00:04
TXN030624,ACC00001057,4166.7,Credit,NEFT,Interest Credit,2024-09-03 18:02:05
TXN030625,ACC00001057,36110.79,Credit,NEFT,Salary Credit,2026-03-23 12:01:09
TXN030626,ACC00001058,25178.93,Debit,ATM,ATM Withdrawal,2025-05-15 16:10:20
TXN030627,ACC00001058,2602.18,Credit,NEFT,Interest Credit,2025-06-10 08:11:03
TXN030628,ACC00001058,3045.62,Debit,UPI,Utility Bill Payment,2026-03-14 20:30:40
TXN030629,ACC00001058,8381.47,Credit,UPI,Refund,2026-05-18 09:49:07
TXN030630,ACC00001058,6790.57,Credit,Cash,Cash Deposit,2026-07-10 22:29:00
TXN030631,ACC00001058,85971.06,Credit,NEFT,Salary Credit,2025-03-03 00:21:59
TXN030632,ACC00001058,5546.66,Debit,UPI,Utility Bill Payment,2025-11-13 01:42:14
TXN030633,ACC00001058,14201.89,Debit,UPI,Grocery,2025-12-13 11:54:16
TXN030634,ACC00001058,37766.04,Debit,ATM,ATM Withdrawal,2024-11-05 14:26:32
TXN030635,ACC00001058,2532.37,Debit,UPI,Restaurant Payment,2025-04-09 20:22:16
TXN030636,ACC00001058,40992.21,Debit,NEFT,Investment in Mutual Funds,2025-07-17 05:49:45
TXN030637,ACC00001058,22195.19,Debit,NEFT,Insurance Premium Payment,2025-05-13 06:44:31
TXN030638,ACC00001058,9700.65,Debit,NEFT,Loan EMI Payment,2026-03-17 05:43:13
TXN030639,ACC00001058,9454.98,Debit,NEFT,Insurance Premium Payment,2024-12-15 01:36:18
TXN030640,ACC00001058,27026.72,Debit,NEFT,Investment in Mutual Funds,2025-05-30 19:42:27
TXN030641,ACC00001058,17028.46,Debit,UPI,Restaurant Payment,2025-02-20 22:25:27
TXN030642,ACC00001058,3947.21,Credit,NEFT,Interest Credit,2026-02-21 05:29:34
TXN030643,ACC00001058,13294.13,Debit,UPI,Restaurant Payment,2025-09-12 18:38:47
TXN030644,ACC00001058,8566.86,Debit,UPI,Restaurant Payment,2025-03-02 00:30:38
TXN030645,ACC00001058,392.93,Credit,NEFT,Interest Credit,2025-01-11 03:55:48
TXN030646,ACC00001058,1061.67,Debit,UPI,Utility Bill Payment,2025-11-05 23:11:28
TXN030647,ACC00001058,3506.7,Debit,UPI,Grocery,2025-06-08 07:22:35
TXN030648,ACC00001058,36938.39,Debit,NEFT,Investment in Mutual Funds,2024-09-13 03:22:18
TXN030649,ACC00001058,2659.52,Debit,UPI,Grocery,2026-02-23 13:21:28
TXN030650,ACC00001058,6998.11,Debit,UPI,Restaurant Payment,2026-01-02 13:02:56
TXN030651,ACC00001059,8312.01,Credit,UPI,Refund,2026-07-22 13:56:00
TXN030652,ACC00001059,6918.19,Credit,Cash,Cash Deposit,2025-02-15 13:02:28
TXN030653,ACC00001059,13660.4,Debit,UPI,Grocery,2025-12-29 11:12:34
TXN030654,ACC00001059,7298.85,Debit,UPI,Utility Bill Payment,2024-11-26 17:48:09
TXN030655,ACC00001059,14649.46,Debit,NEFT,Insurance Premium Payment,2024-12-28 06:11:41
TXN030656,ACC00001059,18740.03,Debit,UPI,Online Shopping,2025-05-11 01:57:17
TXN030657,ACC00001059,21855.88,Debit,NEFT,Loan EMI Payment,2025-10-21 13:08:20
TXN030658,ACC00001059,398.21,Credit,NEFT,Interest Credit,2025-11-07 13:13:22
TXN030659,ACC00001059,8631.61,Credit,UPI,Refund,2024-12-10 21:07:33
TXN030660,ACC00001059,17847.46,Debit,UPI,Restaurant Payment,2025-12-22 16:58:42
TXN030661,ACC00001060,41381.62,Credit,Cash,Cash Deposit,2025-03-09 09:52:52
TXN030662,ACC00001060,3444.74,Credit,NEFT,Interest Credit,2024-09-01 12:42:08
TXN030663,ACC00001060,9998.27,Debit,UPI,Online Shopping,2025-11-01 04:20:20
TXN030664,ACC00001060,5173.78,Credit,UPI,Refund,2024-10-27 06:24:54
TXN030665,ACC00001060,38900.1,Debit,NEFT,Insurance Premium Payment,2026-03-12 13:21:28
TXN030666,ACC00001060,7510.28,Debit,UPI,Utility Bill Payment,2026-04-19 04:34:36
TXN030667,ACC00001060,42681.88,Credit,Cash,Cash Deposit,2025-05-06 19:56:32
TXN030668,ACC00001060,3274.07,Debit,UPI,Restaurant Payment,2026-01-22 02:04:10
TXN030669,ACC00001060,12344.48,Debit,ATM,ATM Withdrawal,2025-11-06 05:19:40
TXN030670,ACC00001060,46507.0,Debit,ATM,ATM Withdrawal,2024-09-13 03:16:31
TXN030671,ACC00001060,6633.12,Credit,UPI,Refund,2025-06-18 04:38:33
TXN030672,ACC00001060,15101.81,Debit,UPI,Restaurant Payment,2026-03-10 21:11:04
TXN030673,ACC00001060,28502.86,Debit,NEFT,Insurance Premium Payment,2025-05-31 04:10:51
TXN030674,ACC00001060,7744.88,Credit,UPI,Refund,2026-06-04 01:51:11
TXN030675,ACC00001060,83404.21,Debit,NEFT,Investment in Mutual Funds,2026-03-29 02:02:39
TXN030676,ACC00001060,13219.9,Debit,UPI,Restaurant Payment,2025-12-05 22:24:40
TXN030677,ACC00001060,18378.82,Debit,UPI,Restaurant Payment,2025-11-17 11:10:46
TXN030678,ACC00001060,33282.75,Debit,NEFT,Loan EMI Payment,2025-05-02 11:11:53
TXN030679,ACC00001060,11843.7,Debit,UPI,Online Shopping,2024-09-03 20:23:53
TXN030680,ACC00001060,13983.99,Debit,UPI,Grocery,2024-08-20 02:11:06
TXN030681,ACC00001060,24790.66,Debit,UPI,Online Shopping,2026-02-07 02:31:20
TXN030682,ACC00001060,6515.8,Credit,UPI,Refund,2024-09-01 11:33:58
TXN030683,ACC00001060,4500.01,Credit,NEFT,Interest Credit,2025-09-13 13:16:28
TXN030684,ACC00001060,4958.93,Credit,NEFT,Interest Credit,2025-07-19 16:57:19
TXN030685,ACC00001060,4499.37,Debit,UPI,Grocery,2025-01-15 19:02:40
TXN030686,ACC00001061,22607.32,Debit,ATM,ATM Withdrawal,2025-03-03 22:08:20
TXN030687,ACC00001061,35705.15,Debit,UPI,Online Shopping,2025-07-06 07:19:58
TXN030688,ACC00001061,9715.35,Debit,NEFT,Investment in Mutual Funds,2025-08-22 21:16:16
TXN030689,ACC00001061,6825.28,Credit,UPI,Refund,2025-12-02 19:17:58
TXN030690,ACC00001061,3224.27,Debit,UPI,Utility Bill Payment,2025-05-20 03:37:06
TXN030691,ACC00001061,4059.71,Debit,UPI,Restaurant Payment,2024-11-07 22:57:40
TXN030692,ACC00001061,8876.72,Debit,UPI,Utility Bill Payment,2026-04-05 10:00:59
TXN030693,ACC00001061,23419.89,Debit,NEFT,Investment in Mutual Funds,2025-04-06 14:52:18
TXN030694,ACC00001061,73583.67,Debit,NEFT,Loan EMI Payment,2025-10-14 06:45:34
TXN030695,ACC00001061,4838.23,Credit,Cash,Cash Deposit,2024-10-24 12:29:45
TXN030696,ACC00001061,12220.91,Debit,UPI,Restaurant Payment,2026-06-15 19:58:54
TXN030697,ACC00001061,32286.03,Debit,NEFT,Insurance Premium Payment,2026-01-29 08:55:40
TXN030698,ACC00001061,47990.4,Debit,NEFT,Insurance Premium Payment,2026-01-15 01:31:35
TXN030699,ACC00001061,69171.95,Credit,NEFT,Salary Credit,2025-02-07 04:24:33
TXN030700,ACC00001061,42852.65,Debit,NEFT,Loan EMI Payment,2025-04-13 18:06:33
TXN030701,ACC00001061,315.48,Credit,UPI,Refund,2026-05-07 04:24:19
TXN030702,ACC00001061,36745.5,Debit,NEFT,Insurance Premium Payment,2025-06-15 11:17:01
TXN030703,ACC00001061,84044.02,Credit,NEFT,Salary Credit,2024-12-23 14:29:18
TXN030704,ACC00001061,68125.49,Debit,NEFT,Investment in Mutual Funds,2025-06-17 19:15:07
TXN030705,ACC00001061,14394.77,Debit,UPI,Restaurant Payment,2025-08-24 01:19:19
TXN030706,ACC00001061,32554.64,Debit,NEFT,Loan EMI Payment,2024-10-04 18:08:13
TXN030707,ACC00001061,17118.47,Debit,UPI,Online Shopping,2026-06-13 21:28:12
TXN030708,ACC00001061,7710.69,Debit,NEFT,Loan EMI Payment,2024-08-29 23:42:38
TXN030709,ACC00001061,6018.56,Debit,UPI,Utility Bill Payment,2025-02-24 01:50:17
TXN030710,ACC00001061,2076.5,Debit,NEFT,Insurance Premium Payment,2026-03-02 16:49:48
TXN030711,ACC00001062,43050.39,Debit,NEFT,Investment in Mutual Funds,2025-11-29 18:03:32
TXN030712,ACC00001062,54152.67,Credit,NEFT,Salary Credit,2024-11-18 14:27:56
TXN030713,ACC00001062,1910.69,Credit,NEFT,Interest Credit,2026-06-30 00:03:44
TXN030714,ACC00001062,7944.61,Credit,UPI,Refund,2026-01-27 23:53:24
TXN030715,ACC00001062,5175.35,Debit,UPI,Utility Bill Payment,2024-10-09 10:48:49
TXN030716,ACC00001062,9098.23,Debit,UPI,Utility Bill Payment,2025-10-28 08:03:40
TXN030717,ACC00001062,34486.31,Debit,UPI,Online Shopping,2025-03-25 16:50:38
TXN030718,ACC00001062,8061.48,Credit,UPI,Refund,2026-01-05 04:11:34
TXN030719,ACC00001062,124424.13,Credit,NEFT,Salary Credit,2024-10-08 07:26:06
TXN030720,ACC00001062,97356.42,Debit,NEFT,Loan EMI Payment,2025-06-19 00:29:34
TXN030721,ACC00001062,99644.68,Debit,NEFT,Loan EMI Payment,2024-08-16 20:40:48
TXN030722,ACC00001062,848.36,Credit,NEFT,Interest Credit,2026-01-06 19:19:03
TXN030723,ACC00001062,97642.49,Debit,NEFT,Investment in Mutual Funds,2025-07-22 09:27:40
TXN030724,ACC00001062,54802.59,Credit,NEFT,Salary Credit,2026-05-13 05:13:52
TXN030725,ACC00001062,1807.74,Credit,NEFT,Interest Credit,2024-08-03 01:37:25
TXN030726,ACC00001062,12767.33,Debit,NEFT,Loan EMI Payment,2025-02-24 12:35:13
TXN030727,ACC00001062,89169.78,Debit,NEFT,Loan EMI Payment,2025-03-14 19:27:44
TXN030728,ACC00001062,6275.35,Credit,UPI,Refund,2025-05-01 23:07:23
TXN030729,ACC00001062,25435.84,Credit,Cash,Cash Deposit,2024-12-26 10:20:18
TXN030730,ACC00001062,12541.54,Debit,UPI,Grocery,2025-07-05 18:11:48
TXN030731,ACC00001062,12452.46,Credit,Cash,Cash Deposit,2026-04-08 13:29:26
TXN030732,ACC00001062,139570.73,Credit,NEFT,Salary Credit,2025-12-17 15:59:00
TXN030733,ACC00001062,20167.82,Debit,UPI,Online Shopping,2025-11-02 02:35:19
TXN030734,ACC00001062,2546.24,Debit,UPI,Restaurant Payment,2025-08-06 07:00:40
TXN030735,ACC00001062,7659.45,Debit,NEFT,Insurance Premium Payment,2025-04-17 06:56:59
TXN030736,ACC00001063,31582.6,Debit,ATM,ATM Withdrawal,2025-01-14 19:08:24
TXN030737,ACC00001063,27425.16,Credit,Cash,Cash Deposit,2026-01-28 04:47:41
TXN030738,ACC00001063,2442.06,Debit,UPI,Utility Bill Payment,2024-09-29 16:02:15
TXN030739,ACC00001063,3291.71,Credit,UPI,Refund,2025-02-06 12:56:39
TXN030740,ACC00001063,11516.55,Debit,NEFT,Loan EMI Payment,2026-03-09 00:37:14
TXN030741,ACC00001063,8007.64,Debit,UPI,Restaurant Payment,2025-07-26 00:39:41
TXN030742,ACC00001063,11509.09,Debit,NEFT,Insurance Premium Payment,2024-12-31 00:14:50
TXN030743,ACC00001063,39476.27,Debit,UPI,Online Shopping,2025-06-15 21:23:51
TXN030744,ACC00001063,8617.5,Debit,UPI,Grocery,2026-02-27 12:34:59
TXN030745,ACC00001063,21315.74,Debit,ATM,ATM Withdrawal,2025-04-12 13:15:44
TXN030746,ACC00001064,2554.43,Credit,NEFT,Interest Credit,2026-05-12 08:48:08
TXN030747,ACC00001064,11729.71,Debit,NEFT,Loan EMI Payment,2025-02-27 01:17:26
TXN030748,ACC00001064,26719.11,Debit,UPI,Online Shopping,2026-02-27 01:16:06
TXN030749,ACC00001064,16344.09,Debit,UPI,Restaurant Payment,2025-12-19 10:42:19
TXN030750,ACC00001064,2401.84,Debit,UPI,Grocery,2025-02-03 22:58:12
TXN030751,ACC00001064,9911.23,Credit,UPI,Refund,2024-09-22 23:23:44
TXN030752,ACC00001064,2920.06,Credit,NEFT,Interest Credit,2026-04-23 18:03:39
TXN030753,ACC00001064,9491.78,Debit,UPI,Utility Bill Payment,2024-09-20 05:28:23
TXN030754,ACC00001064,3916.89,Credit,UPI,Refund,2026-04-24 06:44:54
TXN030755,ACC00001064,3488.19,Credit,NEFT,Interest Credit,2024-10-26 13:32:39
TXN030756,ACC00001064,22983.27,Debit,ATM,ATM Withdrawal,2025-01-03 23:27:21
TXN030757,ACC00001064,9301.49,Debit,UPI,Grocery,2025-09-27 19:33:12
TXN030758,ACC00001064,45603.56,Credit,Cash,Cash Deposit,2024-12-10 12:18:58
TXN030759,ACC00001064,20996.07,Debit,NEFT,Insurance Premium Payment,2024-08-07 05:24:29
TXN030760,ACC00001064,5605.63,Debit,UPI,Restaurant Payment,2026-01-25 04:08:44
TXN030761,ACC00001064,46927.28,Credit,Cash,Cash Deposit,2026-05-29 01:42:20
TXN030762,ACC00001064,32286.53,Debit,NEFT,Insurance Premium Payment,2025-12-23 00:37:45
TXN030763,ACC00001064,33551.58,Debit,NEFT,Insurance Premium Payment,2025-02-12 09:49:57
TXN030764,ACC00001064,12885.88,Credit,Cash,Cash Deposit,2025-05-29 16:28:55
TXN030765,ACC00001064,2165.26,Credit,NEFT,Interest Credit,2026-07-07 06:04:43
TXN030766,ACC00001064,12776.05,Debit,NEFT,Insurance Premium Payment,2024-07-29 02:48:05
TXN030767,ACC00001064,5623.1,Debit,UPI,Utility Bill Payment,2025-03-15 02:45:44
TXN030768,ACC00001064,2919.12,Credit,NEFT,Interest Credit,2025-12-05 22:29:16
TXN030769,ACC00001064,30701.42,Debit,ATM,ATM Withdrawal,2024-12-14 18:13:33
TXN030770,ACC00001064,15388.3,Debit,UPI,Restaurant Payment,2025-05-30 03:05:27
TXN030771,ACC00001064,5650.68,Debit,UPI,Utility Bill Payment,2025-09-19 10:05:06
TXN030772,ACC00001064,13463.86,Debit,UPI,Grocery,2026-04-30 17:55:53
TXN030773,ACC00001064,12553.6,Credit,Cash,Cash Deposit,2025-03-11 00:52:08
TXN030774,ACC00001064,47532.51,Credit,Cash,Cash Deposit,2026-06-09 08:35:44
TXN030775,ACC00001064,8284.49,Debit,UPI,Utility Bill Payment,2025-11-15 00:42:44
