account_number,customer_name,account_type,branch_id,balance,total_transactions,total_credit_amount,total_debit_amount
ACC00001116,Netra Sarin,Savings,BR009,420567.01,25,132137.43,510692.06
ACC00001117,Netra Sarin,Savings,BR007,351943.92,50,493703.79,864858.39
ACC00001118,Madhav Deo,Savings,BR002,429595.88,50,312751.89,760647.1799999999
ACC00001119,Qasim Aurora,Savings,BR002,417725.21,25,235952.36000000002,506575.57999999996
ACC00001120,,Savings,BR019,427940.97,10,47068.06,203551.06
ACC00001121,Adweta Grewal,Current,BR006,482506.44,25,501544.95,403370.66000000003
ACC00001122,Champak Sarraf,Current,BR018,1072851.94,50,418525.78,713337.43
ACC00001123,,Current,BR019,1024482.36,10,0.0,119109.41
ACC00001124,Pallavi Deol,Fixed Deposit,BR017,2693430.49,25,176640.75,262485.99
ACC00001125,Yagnesh Biswas,Current,BR019,482140.4,50,301470.87,1017948.67
ACC00001126,,Fixed Deposit,BR014,1209834.49,50,246079.75,867103.29
ACC00001127,,Savings,BR008,94958.38,50,672550.99,883382.01
ACC00001129,Gautam Dutta,Current,BR002,190246.83,50,1005673.78,752948.25
ACC00001130,,Savings,BR019,74008.62,25,432890.03,323844.34
ACC00001131,Abhimanyu Korpal,Fixed Deposit,BR008,418376.38,25,336455.85,435848.05
ACC00001132,Abhimanyu Korpal,Current,BR003,1537055.96,25,105676.01,419565.96
ACC00001133,Anmol Patla,Fixed Deposit,BR017,1145611.08,10,22051.239999999998,212027.83000000002
ACC00001134,Rachita Raman,Fixed Deposit,BR015,4592431.18,25,167674.36,410653.4
ACC00001135,,Current,BR019,342997.35,25,274145.69,361173.77
ACC00001136,Gaurika Bath,Fixed Deposit,BR018,3553107.89,50,516079.27,965737.9
ACC00001137,Balendra Nori,Savings,BR013,40042.04,50,676998.52,1131513.94
ACC00001138,,Fixed Deposit,BR008,2496455.79,25,263913.54,396733.51
ACC00001139,Krisha Ahluwalia,Current,BR020,610147.05,50,387240.18,574111.49
ACC00001140,,Fixed Deposit,BR020,854612.86,50,488443.13,1171062.07
ACC00001141,,Fixed Deposit,BR020,4786982.03,25,181142.69999999998,498466.06
ACC00001142,Wakeeta Bhardwaj,Savings,BR002,258000.79,25,199018.75,517086.02999999997
ACC00001143,Wakeeta Bhardwaj,Current,BR010,1213846.25,25,248913.68,288108.21
ACC00001144,Wakeeta Bhardwaj,Fixed Deposit,BR020,2012663.92,25,58921.56,598914.88
ACC00001145,,Current,BR011,749976.17,10,147729.0,129909.12000000001
ACC00001146,,Current,BR018,1048053.61,50,389438.68,1039558.74
ACC00001147,,Current,BR012,295744.05,25,253566.66999999998,549871.71
ACC00001148,Ishaan Grewal,Current,BR020,146312.09,50,561592.26,774500.72
ACC00001149,,Savings,BR018,36537.12,25,225181.62,474468.33
ACC00001150,Ishanvi Bora,Current,BR018,1597138.65,25,220381.49,517272.23
ACC00001151,Ishanvi Bora,Fixed Deposit,BR020,3899881.53,10,132620.55000000002,126624.18000000001
ACC00001152,,Current,BR004,1866274.14,25,477578.89,448322.87
ACC00001153,Rayaan Bahri,Savings,BR001,434867.55,25,369272.74,577383.48
ACC00001154,Rayaan Bahri,Current,BR014,393239.44,25,191553.69,406286.35
ACC00001155,,Fixed Deposit,BR004,2291644.16,50,193829.19999999998,846792.28
ACC00001156,,Current,BR011,1371724.11,10,77568.43,284935.45
ACC00001157,Noah Savant,Fixed Deposit,BR016,1003174.74,50,873192.62,605619.84
ACC00001158,,Fixed Deposit,BR013,496412.71,25,323684.36,629942.31
ACC00001159,Chanchal Yogi,Current,BR014,44808.3,10,194042.84,146613.84
ACC00001160,,Current,BR019,381104.3,50,583684.03,783812.9
ACC00001161,,Savings,BR011,203418.64,25,261189.3,540574.78
ACC00001162,Dipta Dash,Fixed Deposit,BR015,3037725.79,50,432620.33,735560.29
ACC00001163,,Current,BR017,218654.94,10,45015.95,96606.17
ACC00001164,Udyati Devan,Current,BR006,1457392.1,25,550460.0800000001,381281.36
ACC00001165,,Savings,BR014,328342.64,25,104462.44,400885.85
ACC00001166,,Fixed Deposit,BR017,1702153.63,10,375219.54000000004,189539.0
ACC00001167,Chakradev Pant,Current,BR006,500179.55,25,94301.34,457640.52999999997
ACC00001168,,Fixed Deposit,BR015,3797903.07,25,197222.63,482651.73000000004
ACC00001169,,Savings,BR003,38580.41,25,425605.74000000005,374182.48
ACC00001170,Aryan Shanker,Current,BR020,1346130.64,25,395441.86,375955.23
ACC00001171,Aryan Shanker,Current,BR002,1023762.37,25,47690.84,375164.43
ACC00001172,Keya Basak,Fixed Deposit,BR010,240308.42,50,396737.1,882989.35
ACC00001173,Panini Keer,Fixed Deposit,BR002,3217212.95,10,57264.42999999999,154448.45
ACC00001174,Januja Baral,Fixed Deposit,BR012,4220759.48,25,130432.96,403884.37
ACC00001175,Sudiksha Gupta,Fixed Deposit,BR016,2081693.64,50,439443.23,1081646.1400000001
ACC00001176,Sudiksha Gupta,Savings,BR010,362018.22,10,45739.6,112289.83
ACC00001177,Maanas Raju,Savings,BR017,92544.27,25,270649.36,452119.66
ACC00001178,Maanas Raju,Current,BR015,1971896.29,50,230350.18,886578.46
ACC00001179,Maanas Raju,Savings,BR008,139575.12,25,124538.19,301369.35
ACC00001180,Avi Rajagopal,Fixed Deposit,BR012,711523.93,10,249507.22,109764.04999999999
ACC00001181,Avi Rajagopal,Savings,BR020,209881.16,50,587339.5299999999,1184316.31
ACC00001183,,Fixed Deposit,BR003,600737.71,50,754282.23,892552.78
ACC00001184,Anika Gour,Savings,BR011,31803.38,25,321765.76,659925.25
ACC00001185,Anika Gour,Current,BR020,609140.96,50,564535.96,807828.49
ACC00001186,Ekta Hans,Fixed Deposit,BR019,3122844.03,25,127502.96,387870.63
ACC00001187,,Fixed Deposit,BR008,1383439.74,25,346343.82,425001.41000000003
ACC00001188,,Savings,BR003,262237.6,50,313612.12,877611.15
ACC00001189,,Current,BR007,1633484.18,25,170615.61000000002,474576.44
ACC00001190,,Fixed Deposit,BR008,4739585.68,25,334531.6,271528.97000000003
ACC00001191,,Current,BR013,356173.04,10,14758.0,147990.34999999998
ACC00001192,,Fixed Deposit,BR007,3324927.2,25,126185.98,390583.75
ACC00001193,,Savings,BR011,275392.56,25,102006.44,511073.55
ACC00001194,Abeer Kadakia,Savings,BR015,121092.33,50,328966.82,686544.5800000001
ACC00001195,Gunbir Wadhwa,Savings,BR002,453519.93,25,184894.23,362405.05
ACC00001196,,Current,BR007,1028315.75,25,282118.08,396927.13
ACC00001198,,Savings,BR004,144503.33,10,184713.98,127192.7
ACC00001199,,Current,BR016,490988.45,10,94230.2,282693.72000000003
ACC00001200,,Current,BR011,1265613.11,50,444868.2,871719.09
ACC00001201,,Fixed Deposit,BR014,4831977.41,25,68990.73999999999,314142.6
ACC00001202,Netra Rana,Savings,BR003,242114.19,50,469673.72000000003,846758.6
ACC00001203,Yachana Chaudhari,Current,BR015,1074840.59,25,81589.01,516112.45
ACC00001204,Dhruv Natarajan,Current,BR014,1309788.08,25,194758.58,444422.14
ACC00001205,Ishita Kumer,Fixed Deposit,BR017,1568754.18,25,600966.1799999999,375639.94
ACC00001207,Kabir Buch,Fixed Deposit,BR007,2939850.4,50,490713.45,996615.45
ACC00001208,Kabir Buch,Fixed Deposit,BR007,4482189.18,50,573026.17,955882.73
ACC00001209,,Fixed Deposit,BR019,4510142.93,50,747376.36,958534.36
ACC00001210,,Fixed Deposit,BR004,4930888.77,10,0.0,190182.2
ACC00001211,Wyatt Choudhry,Current,BR010,1073403.96,10,26204.09,58586.740000000005
ACC00001212,,Current,BR001,1723020.25,10,31735.86,345830.05
ACC00001213,Aradhana Kade,Current,BR015,1225402.81,10,188761.2,121278.35999999999
ACC00001214,Onveer Tripathi,Savings,BR009,282791.83,50,683085.87,431017.92
ACC00001215,Onveer Tripathi,Fixed Deposit,BR009,4163591.95,25,91790.06999999999,437951.82
ACC00001216,,Current,BR008,132043.35,50,590614.95,841174.44
ACC00001217,Zinal Mohan,Savings,BR017,252751.29,25,144997.55,431673.36
ACC00001218,Jonathan Sahni,Savings,BR015,243240.89,25,221670.80000000002,358219.17
ACC00001219,Garima Deshmukh,Current,BR004,681906.28,10,3486.47,208859.33000000002
ACC00001220,Falguni Arora,Current,BR018,1400150.15,50,221342.72,1112792.06
ACC00001221,Falguni Arora,Current,BR017,1825243.68,50,645663.45,1191321.31
ACC00001222,Falguni Arora,Savings,BR015,323169.23,25,237860.80000000002,420512.21
ACC00001223,Manthan Manda,Savings,BR020,171509.46,25,264974.83,366573.58
ACC00001224,Andrew Grover,Current,BR002,23089.41,25,231519.61000000002,348784.13
ACC00001225,Andrew Grover,Current,BR019,1299831.93,50,662405.05,866394.23
ACC00001226,Andrew Grover,Fixed Deposit,BR020,1476978.06,10,44795.47,185999.52000000002
ACC00001227,,Fixed Deposit,BR004,3065606.54,10,152985.38,52459.75
ACC00001228,Amrita Natt,Current,BR010,1908110.62,25,167801.6,416024.16000000003
ACC00001229,,Fixed Deposit,BR006,3819435.55,25,372817.5,462512.92
ACC00001230,,Current,BR003,920235.89,25,272312.22000000003,421493.08
ACC00001231,,Fixed Deposit,BR020,2165744.83,25,299288.18,329695.35
ACC00001232,,Current,BR010,920386.34,25,345494.33,287246.27
ACC00001233,Amrita Issac,Fixed Deposit,BR006,949244.15,25,227827.38999999998,494615.24
ACC00001234,,Savings,BR015,310335.54,10,246777.14,31768.71
ACC00001235,,Fixed Deposit,BR016,2949137.47,25,148607.24,510520.93
ACC00001236,,Current,BR005,583945.4,10,94508.29000000001,218655.9
ACC00001237,Lakshit Hegde,Fixed Deposit,BR003,495338.59,25,219358.57,318082.15
ACC00001238,Lakshit Hegde,Current,BR009,1645683.6,25,165305.38,422626.91000000003
ACC00001239,Lakshit Hegde,Fixed Deposit,BR018,994673.27,25,172425.93,396533.33
ACC00001240,,Fixed Deposit,BR005,4812716.8,50,419813.82,1013952.6
ACC00001241,Zaitra Chaudhuri,Savings,BR020,460377.53,10,88459.25,249401.43
ACC00001242,Zaitra Chaudhuri,Current,BR003,1868528.36,25,99075.07,617002.54
ACC00001243,Chakrika Sehgal,Fixed Deposit,BR017,3633610.83,10,290801.43,57861.11
ACC00001244,Chakrika Sehgal,Current,BR010,540160.55,25,257104.54,374585.54
ACC00001245,,Savings,BR012,50355.23,25,309044.37,281592.95
ACC00001246,,Savings,BR007,210584.57,50,552395.05,787855.2
ACC00001247,,Fixed Deposit,BR008,3740975.81,25,367193.02,400445.11
ACC00001248,Omisha Varghese,Current,BR001,1108793.06,10,14374.6,133067.61000000002
ACC00001249,Nitara Korpal,Savings,BR019,475488.13,50,428836.24,778444.78
ACC00001250,,Savings,BR001,423724.34,25,73414.9,551268.26
ACC00001251,,Fixed Deposit,BR006,1615216.33,25,213594.22,474158.46
ACC00001252,,Fixed Deposit,BR015,2264570.19,50,203429.88999999998,976694.13
ACC00001253,Chandresh Bala,Savings,BR018,249916.34,50,453732.22,776719.92
ACC00001254,,Current,BR014,393395.35,50,356201.48,912960.52
ACC00001255,,Current,BR006,895584.61,10,125597.70999999999,234358.4
ACC00001256,,Savings,BR013,241045.16,25,139413.03,363383.68
ACC00001257,Finn Hans,Current,BR009,860302.34,50,365488.51,968082.1
ACC00001258,,Current,BR008,1001594.36,50,601513.55,753730.6
ACC00001260,,Fixed Deposit,BR014,1930988.56,25,182170.61,438423.64
ACC00001261,,Current,BR011,1536615.72,25,149635.84,408066.48
ACC00001262,Ethan Panchal,Current,BR008,36829.81,25,290107.75,499045.96
ACC00001263,Leela Mangal,Savings,BR014,338027.04,50,646277.2,999829.24
ACC00001264,,Savings,BR012,87473.08,10,144081.57,130168.67
ACC00001265,Onveer Shenoy,Savings,BR017,292439.37,50,625815.11,1107967.82
ACC00001266,,Fixed Deposit,BR001,3154791.17,50,214191.95,934583.15
ACC00001267,,Fixed Deposit,BR004,1076450.4,50,201759.63,968438.86
ACC00001268,Kritika Behl,Fixed Deposit,BR020,4251547.14,25,188730.58,346970.2
ACC00001269,Kritika Behl,Fixed Deposit,BR020,706753.09,25,209925.64,580355.95
ACC00001270,Kritika Behl,Fixed Deposit,BR013,4580877.79,25,187197.32,292833.13
ACC00001271,Bhavini Dora,Fixed Deposit,BR019,2339900.92,10,140930.99,115917.99
ACC00001272,Tristan Ratta,Savings,BR001,102491.8,10,259006.91999999998,231567.16999999998
ACC00001273,,Current,BR007,337395.35,10,7551.219999999999,162856.77000000002
ACC00001274,,Fixed Deposit,BR007,2313142.54,25,442648.73,412325.06
ACC00001275,,Savings,BR008,85343.56,25,427698.18,390471.2
ACC00001276,,Fixed Deposit,BR017,3498955.43,25,164719.73,453316.97000000003
ACC00001278,Libni Shankar,Fixed Deposit,BR004,3345904.1,10,164728.72,154240.12
ACC00001279,,Fixed Deposit,BR011,2173128.24,25,133419.44,283334.53
ACC00001280,Alka Magar,Current,BR019,12601.05,25,385225.94,158336.0
ACC00001281,,Savings,BR016,149220.42,25,47144.09,504191.41000000003
ACC00001282,,Savings,BR006,309790.92,50,292278.78,1008286.42
ACC00001284,Yatin Majumdar,Fixed Deposit,BR002,1638892.88,25,166891.94,311091.07
ACC00001285,,Current,BR013,1824061.47,50,301518.66000000003,1057896.52
ACC00001286,Hardik Sood,Savings,BR017,3242.03,25,197942.22,355522.07999999996
ACC00001287,Hardik Sood,Current,BR005,33234.83,10,65981.42,193330.27000000002
ACC00001288,Charles Raj,Fixed Deposit,BR019,3691180.21,50,420133.59,793974.65
ACC00001289,Nirja Nanda,Savings,BR008,365724.43,25,376004.09,291932.48
ACC00001290,Nirja Nanda,Savings,BR011,47875.77,50,456914.99,893299.64
ACC00001291,Nirja Nanda,Current,BR008,664385.77,50,1130479.0,623140.47
ACC00001292,,Fixed Deposit,BR019,2293748.46,25,186489.0,331805.29
ACC00001293,,Savings,BR008,334133.3,25,200349.72,615081.76
ACC00001294,,Fixed Deposit,BR013,4947525.7,10,140951.99,204886.75
ACC00001295,Chavvi Nori,Fixed Deposit,BR002,3135570.97,25,306083.19,120923.73
ACC00001296,,Fixed Deposit,BR001,3442749.88,25,199367.97,503646.57
ACC00001298,,Fixed Deposit,BR020,4847866.05,50,352513.27,906442.33
ACC00001299,,Fixed Deposit,BR019,877474.06,25,245276.35,347534.14
ACC00001300,Ati Varty,Current,BR006,584043.2,25,57481.73,402770.86
ACC00001301,Ati Varty,Current,BR015,184348.61,50,610350.5700000001,838847.34
ACC00001302,Yashoda Luthra,Fixed Deposit,BR013,444734.6,10,2868.26,188960.74
ACC00001303,Yadavi Buch,Fixed Deposit,BR015,4467056.53,50,263071.7,801731.0
ACC00001304,Yadavi Buch,Fixed Deposit,BR007,3758135.54,25,157162.06,336730.14
ACC00001305,Yadavi Buch,Fixed Deposit,BR006,1089998.52,10,177059.48,82172.72
ACC00001306,,Fixed Deposit,BR012,4936244.21,50,450976.57,742407.22
ACC00001308,,Fixed Deposit,BR002,1216677.15,50,603664.22,736096.85
ACC00001309,Urvi Tella,Fixed Deposit,BR001,1511249.12,10,100071.54,34213.08
ACC00001310,,Savings,BR001,50171.24,25,263211.74,395673.77999999997
ACC00001311,,Fixed Deposit,BR016,798903.41,10,8642.31,185914.84
ACC00001312,Kabir Deep,Savings,BR001,287732.47,50,213938.8,1101159.71
ACC00001313,Lohit Borah,Current,BR007,102115.25,50,224400.56,760533.0
ACC00001314,,Current,BR015,280667.96,50,772049.73,763602.84
ACC00001315,,Savings,BR018,350892.44,10,71041.7,143545.04
ACC00001316,Jagat Shroff,Savings,BR009,401311.08,25,453466.98,380954.52
ACC00001317,Jagat Shroff,Current,BR011,477116.72,25,306739.25,622487.39
ACC00001318,Chatresh Manne,Fixed Deposit,BR011,1514350.27,25,198734.02000000002,532533.13
ACC00001319,Chatresh Manne,Current,BR013,1556055.73,25,447828.37,210236.52000000002
ACC00001320,Samesh Purohit,Current,BR003,845305.99,25,256010.59000000003,620359.04
ACC00001321,Tara Loyal,Fixed Deposit,BR010,2023585.38,50,454425.21,776602.26
ACC00001322,Tara Loyal,Savings,BR004,136188.35,50,553666.71,835329.93
ACC00001323,Chakradhar Tata,Savings,BR005,229962.1,25,230863.56,458476.80000000005
ACC00001324,Aarini Andra,Savings,BR007,211167.89,25,110552.11,310346.48
ACC00001325,Ati Pant,Savings,BR008,294446.35,25,242671.53,388206.19
ACC00001326,Ati Pant,Current,BR011,731023.97,25,492177.13,146506.77
ACC00001327,,Current,BR004,1201866.62,25,334587.42,430739.08999999997
ACC00001328,Anika Kade,Fixed Deposit,BR020,669211.67,10,59080.56999999999,177729.04
ACC00001329,Anika Kade,Current,BR014,1756714.85,25,302737.38,646071.32
ACC00001330,,Fixed Deposit,BR007,2854753.77,10,57909.47,169765.93
ACC00001331,Ekapad Barad,Current,BR018,1464988.92,25,235100.82,542091.9
ACC00001332,Meghana Bava,Savings,BR011,35127.75,50,503190.89,870894.37
ACC00001333,Advik Date,Current,BR019,1533001.9,25,406497.67000000004,133053.75
ACC00001334,Advik Date,Current,BR003,1401612.93,10,7125.8,258974.31
ACC00001336,Rehaan Bhattacharyya,Fixed Deposit,BR012,3265577.79,10,187127.38,58175.420000000006
ACC00001338,Yutika Bumb,Savings,BR002,218523.58,25,97602.33,309865.67
ACC00001339,Aadi Parsa,Current,BR005,1577209.38,25,429574.35,429413.98
ACC00001340,Yochana Misra,Fixed Deposit,BR003,1300245.47,50,564133.39,843843.75
ACC00001343,,Current,BR016,1809556.05,50,750358.39,932202.96
ACC00001344,Yauvani Aurora,Savings,BR019,270568.14,10,177809.26,118961.73000000001
ACC00001345,Xalak Sharaf,Fixed Deposit,BR003,3777896.65,10,159620.72,197305.2
ACC00001346,Xalak Sharaf,Fixed Deposit,BR006,200851.84,50,815202.5700000001,808047.94
ACC00001347,Lakshit Sathe,Current,BR013,1124672.3,25,267780.17000000004,249969.81
ACC00001348,Theodore Gour,Fixed Deposit,BR010,1668908.28,25,347560.29000000004,639992.52
ACC00001349,,Fixed Deposit,BR014,469196.95,10,194683.91,153320.37
ACC00001350,,Fixed Deposit,BR006,347203.8,25,558325.83,371630.05
ACC00001351,,Current,BR010,1447673.12,50,420532.74,675032.9
ACC00001352,Siddharth Mannan,Savings,BR004,176923.36,25,57406.05,725566.67
ACC00001353,Siddharth Mannan,Savings,BR016,98787.6,10,74053.37,71760.9
ACC00001355,Amrita Sem,Current,BR013,338969.36,25,79649.75,618497.44
ACC00001356,Adya Kanda,Savings,BR020,189135.06,25,402243.66,331019.7
ACC00001357,Tarak Oza,Current,BR014,1912405.38,10,37133.89,72647.15
ACC00001358,,Savings,BR009,280250.74,25,384861.57,317151.62
ACC00001359,Logan Natt,Current,BR017,1249804.64,25,431584.91,303881.91
ACC00001360,,Current,BR013,373406.7,10,146944.31,111752.57
ACC00001361,,Fixed Deposit,BR009,1802692.61,50,562885.77,750157.29
ACC00001362,,Savings,BR009,93151.95,25,274546.38,497761.98
ACC00001363,,Savings,BR001,333086.17,25,263904.2,551415.46
ACC00001364,Jhalak Tak,Fixed Deposit,BR002,4255075.45,10,24068.699999999997,87564.54999999999
ACC00001365,Ayaan Sangha,Fixed Deposit,BR012,383453.24,25,85208.29999999999,537784.81
ACC00001366,,Current,BR017,1238154.92,50,368188.65,848291.42
ACC00001368,Vaishnavi Shankar,Fixed Deposit,BR011,4707026.13,10,45913.21,235630.11000000002
ACC00001369,Vaishnavi Shankar,Savings,BR011,236428.76,50,496201.07,865022.48
ACC00001370,Azaan Vaidya,Savings,BR016,216752.66,25,191323.67,343481.07
ACC00001371,Ojasvi Dara,Current,BR011,1952860.3,10,220907.66,249070.34999999998
ACC00001372,Nilima Chadha,Savings,BR004,81206.27,50,686317.68,904780.29
ACC00001373,Lekha Kalita,Fixed Deposit,BR008,2626977.38,50,95278.69,887415.7999999999
ACC00001374,,Savings,BR006,93012.97,25,402202.56,541054.05
ACC00001376,,Fixed Deposit,BR019,4538452.59,10,243079.34,108832.31
ACC00001377,,Current,BR006,62685.79,50,373969.83,816388.62
ACC00001378,,Savings,BR015,421435.88,25,261842.74,352285.76
ACC00001379,,Current,BR014,1388294.65,50,611729.6,911811.04
ACC00001380,Bhanumati Deshpande,Current,BR008,1834354.19,25,252937.5,443374.14
ACC00001381,,Savings,BR012,373478.79,25,100140.76,583044.01
ACC00001383,Hamsini Nair,Fixed Deposit,BR002,2658724.99,50,944777.97,742445.44
ACC00001384,Hamsini Nair,Current,BR017,433776.5,25,261802.06,507016.49
ACC00001385,Wridesh Mani,Fixed Deposit,BR001,3417576.85,50,130560.29000000001,1106413.04
ACC00001386,Jai Sharaf,Current,BR014,1623915.28,50,586538.97,776519.12
ACC00001387,Jai Sharaf,Fixed Deposit,BR013,368658.9,50,631208.41,875203.5900000001
ACC00001388,,Savings,BR012,483343.36,50,335996.64,778657.26
ACC00001389,Manthan Lal,Savings,BR010,235570.03,50,584980.69,902854.67
ACC00001390,Amol Ganguly,Fixed Deposit,BR003,3595971.15,50,240851.74,775428.87
ACC00001391,Amol Ganguly,Fixed Deposit,BR003,1370538.08,25,394874.29000000004,288112.27
ACC00001392,Amol Ganguly,Fixed Deposit,BR018,100724.95,50,556860.21,1062628.18
ACC00001393,Jairaj Bakshi,Current,BR010,1980458.19,25,200339.53999999998,518488.98
ACC00001394,Jairaj Bakshi,Savings,BR014,277142.77,50,288550.83,760868.12
ACC00001395,Theodore Choudhry,Fixed Deposit,BR001,4783247.18,25,329774.18,325387.28
ACC00001396,Theodore Choudhry,Savings,BR002,122402.36,25,279846.08,770128.56
ACC00001397,Abdul Purohit,Fixed Deposit,BR019,4915018.45,50,453410.98,780759.22
ACC00001398,Ayush Dhaliwal,Current,BR009,172950.98,10,5735.89,93519.39
ACC00001399,Vrinda Kuruvilla,Fixed Deposit,BR010,4090218.99,50,492598.58999999997,1137730.07
ACC00001400,Janya Mody,Current,BR003,861744.71,10,140305.76,284258.22
ACC00001401,Janya Mody,Fixed Deposit,BR010,66778.0,25,317160.02999999997,652955.86
ACC00001402,Janya Mody,Current,BR015,1028962.12,50,598761.1599999999,789546.6
ACC00001403,,Savings,BR009,326326.1,50,939871.67,843760.65
ACC00001405,,Fixed Deposit,BR020,1194592.85,25,368639.41000000003,388870.41
ACC00001406,,Savings,BR009,468811.38,25,428637.99000000005,287947.22000000003
ACC00001408,Fitan Ravi,Current,BR002,396495.3,25,53670.36,595005.9400000001
ACC00001409,Fitan Ravi,Fixed Deposit,BR011,1238831.53,50,423358.04,697607.28
ACC00001410,Manthan Nath,Current,BR006,1461341.08,10,136063.96,104808.76000000001
ACC00001411,Keya Puri,Current,BR018,1027326.92,50,493569.67000000004,665055.5599999999
ACC00001412,,Fixed Deposit,BR007,4491717.97,25,153827.25,233612.78
ACC00001413,Gaurang Thaman,Fixed Deposit,BR005,4324803.64,25,294484.84,285908.01999999996
ACC00001414,Balhaar Barman,Current,BR009,1910612.61,50,736537.45,716464.21
ACC00001416,,Current,BR005,232302.33,10,31417.23,180118.81
ACC00001417,,Current,BR009,1579181.15,50,494120.23,820674.99
ACC00001420,,Savings,BR007,482381.23,50,541397.89,906774.99
ACC00001421,,Fixed Deposit,BR018,2840646.74,25,349251.18,662471.25
ACC00001422,Aadhya Bail,Fixed Deposit,BR014,1255672.75,25,539411.16,248052.97
ACC00001423,,Current,BR018,1660910.68,50,720631.41,1063773.4
ACC00001424,Yatin Puri,Fixed Deposit,BR019,595947.64,50,469207.02999999997,911536.45
ACC00001426,,Fixed Deposit,BR005,238450.22,10,122889.85,102303.02
ACC00001427,,Fixed Deposit,BR016,2359249.67,25,279706.45,380034.57
ACC00001428,,Fixed Deposit,BR016,4972395.89,25,236234.28,392119.70999999996
ACC00001429,,Fixed Deposit,BR016,2492446.08,25,350377.74,391757.67000000004
ACC00001430,,Fixed Deposit,BR008,4765765.91,10,42140.20999999999,129297.26
ACC00001431,Wyatt Bala,Current,BR005,244261.29,50,459636.11,1100014.01
ACC00001432,Wyatt Bala,Current,BR004,1983570.25,50,630806.0,1048659.61
ACC00001433,,Savings,BR007,115932.81,25,71858.92,589615.21
ACC00001434,Nathaniel Seth,Savings,BR007,128734.86,50,720984.76,673669.88
ACC00001435,,Current,BR016,1296406.87,25,125308.19,584197.75
ACC00001436,Anusha Thakkar,Fixed Deposit,BR002,4871497.63,50,664203.58,1175094.55
ACC00001437,Anusha Thakkar,Current,BR014,1197932.74,25,419109.63,302284.09
ACC00001438,Chandresh Tailor,Fixed Deposit,BR019,2806063.6,50,528307.72,990987.66
ACC00001439,,Fixed Deposit,BR006,132519.61,50,423712.44,881857.25
ACC00001440,Libni Sarin,Current,BR004,744695.72,25,126655.08,495313.88
ACC00001441,Libni Sarin,Savings,BR001,468295.41,25,101069.78,809727.99
ACC00001442,,Current,BR017,25927.05,25,472121.22000000003,516166.52999999997
ACC00001443,Gaurang Chaudhari,Current,BR018,935134.33,10,161127.25,110957.48
ACC00001445,Gaurang Chaudhari,Current,BR007,605298.39,25,241958.11000000002,308418.02
ACC00001446,Wridesh Sahota,Fixed Deposit,BR020,421969.66,10,9368.130000000001,121337.18
ACC00001447,,Fixed Deposit,BR001,1929966.63,50,293111.61,1194465.5
ACC00001448,,Current,BR016,717138.83,50,1162901.99,666104.83
ACC00001449,Osha Agate,Savings,BR007,471579.47,25,226992.74000000002,450882.22
ACC00001450,Osha Agate,Savings,BR005,247452.08,10,33799.89,152033.97999999998
ACC00001451,Osha Agate,Fixed Deposit,BR018,2070601.61,25,392760.64,517198.11
ACC00001452,,Current,BR010,487049.2,25,113310.33,487320.27
ACC00001453,,Fixed Deposit,BR011,1444290.65,25,242363.47999999998,690471.91
ACC00001454,,Fixed Deposit,BR018,4478440.96,50,332506.66000000003,1069094.46
ACC00001455,Karan Chaudhuri,Savings,BR018,196033.57,25,498075.83999999997,626743.5
ACC00001456,Ucchal Gulati,Fixed Deposit,BR011,4684143.76,10,194457.28,121633.11
ACC00001457,Nidhi Samra,Current,BR008,793542.81,10,173573.55000000002,71086.28
ACC00001458,Nakul Oza,Current,BR005,379177.9,25,331035.6,434925.69
ACC00001459,Nakul Oza,Savings,BR004,221344.84,50,378683.62,817767.91
ACC00001460,Nakul Oza,Savings,BR001,450242.19,50,567019.98,763313.9299999999
ACC00001461,Aishani Mallick,Current,BR005,1695216.82,50,301751.05,853630.65
ACC00001462,Libni Sen,Savings,BR008,92381.56,25,125275.44,397510.54
ACC00001463,Libni Sen,Fixed Deposit,BR013,363270.82,25,124813.47,520388.96
ACC00001464,Sara Mohan,Current,BR007,1138684.97,25,335638.92,360553.77999999997
ACC00001465,Krisha Chada,Fixed Deposit,BR017,626451.22,50,550565.02,555700.21
ACC00001466,Krisha Chada,Current,BR007,1174952.28,50,1076965.3599999999,665188.1
ACC00001467,Krisha Chada,Savings,BR017,46364.73,25,136261.26,494629.86
ACC00001468,Nathan Bahl,Current,BR001,1927214.57,25,211414.43,341689.77
ACC00001469,Brijesh Sundaram,Fixed Deposit,BR008,4352308.14,25,503957.63,257371.4
ACC00001470,Brijesh Sundaram,Fixed Deposit,BR014,4262068.61,25,168370.54,446341.72
ACC00001471,Kashish Gulati,Savings,BR016,458463.76,25,281123.18,153184.8
ACC00001472,Kashish Gulati,Fixed Deposit,BR010,2162719.62,25,228629.65,530145.32
ACC00001474,,Savings,BR014,234843.68,25,165601.66,487623.52999999997
ACC00001475,,Fixed Deposit,BR008,4929240.23,25,310978.52,766632.03
ACC00001476,,Savings,BR012,137640.75,25,180216.63,403175.37
ACC00001477,,Savings,BR019,57215.03,50,779665.05,1115688.17
ACC00001478,,Current,BR008,1551670.89,10,247590.31,164066.89
ACC00001479,,Fixed Deposit,BR003,3466576.67,10,330711.83,110519.36
ACC00001480,,Savings,BR007,310717.97,50,851530.98,748956.73
